id,department,number,school,title,course_level,department_alias,units,description,department_name,professor_history,prerequisite_tree,prerequisite_list,prerequisite_text,prerequisite_for,repeatability,grading_option,concurrent,same_as,restriction,overlap,corequisite,ge_list,ge_text,terms
IN4MATX280,IN4MATX,280,Donald Bren School of Information and Computer Sciences,Overview of Human-Computer Interaction and Design,Graduate/Professional Only (200+),['INF'],"[4, 4]","Introduction to human-computer interaction and user-centered design. The material is focused on laying the groundwork for understanding the history, importance, and methods of human-computer interaction and design.",Informatics,"['sbranham', 'ampiper', 'hayesg']",,[],,"['IN4MATX 281', 'IN4MATX 282', 'IN4MATX 283', 'IN4MATX 285', 'IN4MATX 286']",,,,,Master of Hum Com Interact Des Degree students only. Graduate students only.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
IN4MATX281,IN4MATX,281,Donald Bren School of Information and Computer Sciences,User Needs Analysis,Graduate/Professional Only (200+),['INF'],"[4, 4]","Understanding the user's context, needs, and preferences. Topics include interviews and observations, modeling the context, flow, culture, space, and artifacts involved in an endeavor, ways of aggregating what is found, and presenting these findings to others.",Informatics,"['ampiper', 'mmazmani']","{""AND"":[""IN4MATX 280""]}",['IN4MATX 280'], IN4MATX 280,[],,,,,Master of Hum Com Interact Des Degree students only. Graduate students only.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
IN4MATX282,IN4MATX,282,Donald Bren School of Information and Computer Sciences,Design and Prototyping,Graduate/Professional Only (200+),['INF'],"[4, 4]","Introduction to user-centered design and prototyping. Focused on practical methods for interaction design. Topics include the nature of design and the challenges to creating and evaluating good designs, as well specific skills for designing interactive systems.",Informatics,['jessecj'],"{""AND"":[""IN4MATX 280""]}",['IN4MATX 280'], IN4MATX 280,['IN4MATX 284'],,,,,,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
IN4MATX283,IN4MATX,283,Donald Bren School of Information and Computer Sciences,User Experience Evaluation,Graduate/Professional Only (200+),['INF'],"[4, 4]","Evaluating prototypes and completed systems. Topics include comparative analysis, laboratory experiments, heuristic evaluation, cognitive walkthroughs, surveys, clickstreams, and help-desk.",Informatics,[],"{""AND"":[""IN4MATX 280""]}",['IN4MATX 280'], IN4MATX 280,['IN4MATX 287'],,,,,Master of Hum Com Interact Des Degree students only. Graduate students only.,,,[],,"['2019 Winter', '2020 Winter', '2021 Winter', '2022 Winter']"
IN4MATX284,IN4MATX,284,Donald Bren School of Information and Computer Sciences,Advanced Design and Prototyping,Graduate/Professional Only (200+),['INF'],"[4, 4]",Develop and communicate interactive technology design prototypes. Moving concepts from brainstorming and paper prototypes to wireframe and limited functionality mock-ups.,Informatics,['ddenenbe'],"{""AND"":[""IN4MATX 282""]}",['IN4MATX 282'], IN4MATX 282,['IN4MATX 287'],,,,,Master of Hum Com Interact Des Degree students only. Graduate students only.,,,[],,"['2019 Winter', '2020 Winter', '2021 Winter', '2022 Winter']"
IN4MATX285,IN4MATX,285,Donald Bren School of Information and Computer Sciences,Interactive Technology Studio,Graduate/Professional Only (200+),['INF'],"[4, 4]","Technologies, languages, and skills required for creating prototypes to communicate interactive technology concepts. Topics include HTTP, CSS, CSS scripting, AJAX, Design Patterns, Javascript, Javascript libraries such as jQuery, SQL, MVC, and cloud architectures.",Informatics,[],"{""AND"":[""IN4MATX 280""]}",['IN4MATX 280'], IN4MATX 280,[],,,,,Master of Hum Com Interact Des Degree students only. Graduate students only.,,,[],,"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
IN4MATX286,IN4MATX,286,Donald Bren School of Information and Computer Sciences,Innovations in HCI and Design,Graduate/Professional Only (200+),['INF'],"[4, 4]","Recent social and technological developments in human-computer interaction and design. Topics will vary as the field progresses but include novel input techniques, novel platforms, and innovations in theory and methods of design.",Informatics,"['baldwinm', 'hayesg', 'mmazmani']","{""AND"":[""IN4MATX 280""]}",['IN4MATX 280'], IN4MATX 280,[],,,,,,,,[],,[]
IN4MATX287,IN4MATX,287,Donald Bren School of Information and Computer Sciences,Capstone Project in HCI and Design,Graduate/Professional Only (200+),['INF'],"[4, 4]","Group project that reinforces all concepts learned in this program, including knowing where user experience work is most appropriate and essential, and executing the appropriate steps.",Informatics,"['baldwinm', 'wmt', 'ddenenbe']","{""AND"":[""IN4MATX 283"",""IN4MATX 284""]}","['IN4MATX 283', 'IN4MATX 284']", IN4MATX 283 and IN4MATX 284,['IN4MATX 288'],,,,,Graduate students only. Human Comp Interact and Design Majors only.,,,[],,"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
IN4MATX288,IN4MATX,288,Donald Bren School of Information and Computer Sciences,Capstone Project and Portfolio,Graduate/Professional Only (200+),['INF'],"[4, 4]","Completion of capstone projects and development of portfolios. Ideation, critique, development, and critique.",Informatics,['ddenenbe'],"{""AND"":[""IN4MATX 287""]}",['IN4MATX 287'], IN4MATX 287,[],,,,,,,,[],,[]
IN4MATX289,IN4MATX,289,Donald Bren School of Information and Computer Sciences,Special Topics in Applying Human-Computer Interaction and Design in Industry,Graduate/Professional Only (200+),['INF'],"[4, 4]",Selected topics related to understanding and applying human-computer interaction and design concepts and practices within the User Experience industry. Topics addressed vary each quarter.,Informatics,[],,[],,[],May be taken for credit 4 times as topics vary.,Satisfactory/unsatisfactory only.,,,School of Info & Computer Sci students only. Graduate students only. Human Comp Interact and Design Majors only.,,,[],,"['2022 Winter', '2022 Spring']"
IN4MATX290,IN4MATX,290,Donald Bren School of Information and Computer Sciences,Research Seminar,Graduate/Professional Only (200+),['INF'],"[2, 2]",Forum for presentation and criticism by students of research work in progress. Presentation of problem areas and related work. Specific goals and progress of research.,Informatics,"['zhengkai', 'bruberg', 'mmazmani', 'yunanc', 'ksquire', 'mustafai', 'rwblack', 'gbowker', 'markw', 'kay', 'frost', 'hziv', 'andre', 'gmark', 'crooksr', 'nardi', 'sbranham', 'joshug2', 'iftekha', 'jajones', 'jpd', 'kpeppler', 'hayesg', 'jsolson', 'kobsa', 'golson', 'epstein', 'ampiper', 'taylor', 'wmt', 'lopes', 'ddenenbe', 'joshug4', 'ttanen', 'djr', 'dfredmil', 'eagapie', 'malek', 'jamesj4']",,[],,[],May be repeated for credit unlimited times.,Satisfactory/unsatisfactory only.,,,Graduate students only.,,,[],,"['2019 Winter', '2019 Spring', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Fall']"
IN4MATX291S,IN4MATX,291S,Donald Bren School of Information and Computer Sciences,Literature Survey in Software Engineering,Graduate/Professional Only (200+),['INF'],"[2, 2]",Reading and analysis of relevant literature in Software Engineering under the direction of a faculty member.,Informatics,"['dfredmil', 'andre', 'jajones', 'malek', 'djr', 'jamesj4']",,[],,[],May be repeated for credit unlimited times.,,,,,,,[],,"['2019 Spring', '2019 Fall', '2020 Spring']"
IN4MATX295,IN4MATX,295,Donald Bren School of Information and Computer Sciences,Special Topics in Informatics,Graduate/Professional Only (200+),['INF'],"[4, 4]",Studies in selected areas of informatics. Topics addressed vary each quarter.,Informatics,"['elzarki', 'codgers', 'zhengkai', 'jpd', 'bruberg', 'kpeppler', 'jamesj4', 'jajones', 'mmazmani', 'hayesg', 'jsolson', 'yunanc', 'ksquire', 'kobsa', 'epstein', 'rwblack', 'gbowker', 'taylor', 'wmt', 'lopes', 'joshug4', 'ttanen', 'djr', 'kphilip', 'dfredmil', 'eagapie', 'gmark', 'crooksr', 'pjsmyth', 'krapp', 'sbranham', 'joshug2', 'nardi', 'iftekha']",,[],,[],Unlimited as topics vary.,,,,Graduate students only.,,,[],,"['2019 Winter', '2019 Spring', '2019 Fall', '2020 Winter', '2020 Spring', '2021 Winter', '2021 Spring', '2022 Winter', '2022 Spring', '2022 Fall']"
IN4MATX298,IN4MATX,298,Donald Bren School of Information and Computer Sciences,Thesis Supervision,Graduate/Professional Only (200+),['INF'],"[2, 12]",Individual research or investigation conducted in preparation for the M.S. thesis option or the dissertation requirements for the Ph.D. program.,Informatics,"['zhengkai', 'bruberg', 'mmazmani', 'yunanc', 'ksquire', 'mustafai', 'rwblack', 'gbowker', 'markw', 'kay', 'frost', 'hziv', 'andre', 'gmark', 'crooksr', 'nardi', 'sbranham', 'joshug2', 'iftekha', 'jajones', 'jpd', 'kpeppler', 'hayesg', 'jsolson', 'kobsa', 'golson', 'epstein', 'ampiper', 'taylor', 'wmt', 'lopes', 'ddenenbe', 'joshug4', 'ttanen', 'djr', 'dfredmil', 'eagapie', 'malek', 'jamesj4']",,[],,[],May be repeated for credit unlimited times.,,,,Graduate students only.,,,[],,"['2019 Winter', '2019 Spring', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Fall']"
IN4MATX299,IN4MATX,299,Donald Bren School of Information and Computer Sciences,Individual Study,Graduate/Professional Only (200+),['INF'],"[1, 12]",Individual research or investigation under the direction of an individual faculty member.,Informatics,"['zhengkai', 'bruberg', 'mmazmani', 'yunanc', 'ksquire', 'mustafai', 'rwblack', 'gbowker', 'markw', 'kay', 'frost', 'hziv', 'andre', 'gmark', 'crooksr', 'nardi', 'sbranham', 'joshug2', 'mbietz', 'iftekha', 'jajones', 'jpd', 'kpeppler', 'hayesg', 'jsolson', 'kobsa', 'golson', 'epstein', 'ampiper', 'taylor', 'wmt', 'aregan', 'lopes', 'ddenenbe', 'joshug4', 'ttanen', 'djr', 'dfredmil', 'eagapie', 'malek', 'jamesj4']",,[],,[],May be repeated for credit unlimited times.,,,,Graduate students only.,,,[],,"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2019 Summer2', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Summer2', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Summer2', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk', '2022 Summer2', '2022 Fall']"
IN4MATX43,IN4MATX,43,Donald Bren School of Information and Computer Sciences,Introduction to Software Engineering,Graduate/Professional Only (200+),['INF'],"[4, 4]","Concepts, methods, and current practice of software engineering. Large-scale software production, software life cycle models, principles and techniques for each stage of development.",Informatics,"['frost', 'thornton', 'jajones', 'emilyo', 'hziv', 'mustafai', 'andre', 'jamesj4', 'iftekha']","{""OR"":[""CSE 42"",""I&C SCI 32"",""I&C SCI 32A""]}","['I&C SCI 32A', 'I&C SCI 32', 'CSE 42']",( CSE 42 OR I&C SCI 32 OR I&C SCI 32A ) AND ( SCHOOL OF I&C SCI ONLY OR COMPUTER SCI & ENGR MAJORS ONLY ),"['COMPSCI 115', 'IN4MATX 113', 'IN4MATX 115', 'IN4MATX 117', 'IN4MATX 143', 'IN4MATX 151', 'IN4MATX 153', 'STATS 170A']",,,,,School of Info & Computer Sci students have first consideration for enrollment. Computer Science Engineering Majors have first consideration for enrollment.,I&C SCI 105.,,[],,"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer2', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer2', '2022 Fall']"
IN4MATX80,IN4MATX,80,Donald Bren School of Information and Computer Sciences,Special Topics in Informatics,Graduate/Professional Only (200+),['INF'],"[4, 4]",Designed for informatics instructors to pilot new teaching materials and prototype new class. The format of the class is flexible based on the content to be offered in the future.,Informatics,[],,[], Prerequisites vary.,[],May be taken for credit 3 times as topics vary.,In Progress (Letter Grade with P/NP).,,,School of Info & Computer Sci students have first consideration for enrollment.,,,[],,[]
IN4MATXH198,IN4MATX,H198,Donald Bren School of Information and Computer Sciences,Honors Research,Graduate/Professional Only (200+),['INF'],"[4, 4]",Directed independent research in Informatics for honors students.,Informatics,"['zhengkai', 'bruberg', 'mmazmani', 'yunanc', 'ksquire', 'mustafai', 'baldwinm', 'dobrian', 'rwblack', 'gbowker', 'markw', 'kay', 'frost', 'hziv', 'andre', 'gmark', 'crooksr', 'nardi', 'sbranham', 'algol', 'joshug2', 'mbietz', 'iftekha', 'jajones', 'jpd', 'kpeppler', 'hayesg', 'jsolson', 'kobsa', 'golson', 'epstein', 'ampiper', 'taylor', 'wmt', 'lopes', 'ddenenbe', 'joshug4', 'ttanen', 'djr', 'emilyo', 'dfredmil', 'eagapie', 'malek', 'jamesj4']",,[], Satisfactory completion of the Lower-Division Writing requirement.,[],May be repeated for credit unlimited times.,,,,Bren School of ICS Honors students only. Campuswide Honors Collegium students only.,,,[],,"['2019 Winter', '2019 Spring', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Fall']"
IN4MATXH81,IN4MATX,H81,Donald Bren School of Information and Computer Sciences,"Ethics, Technology, and Design",Graduate/Professional Only (200+),['INF'],"[4, 4]","Provides a critical framework for how and why biases of many kinds are built into everyday digital tools. Reflections on ethics, technology, and design through case studies drawn from machine learning, CS education, engineering, social media, and criminal justice.",Informatics,[],,[],,[],,,,,Campuswide Honors Collegium students only.,,,['GE III: Social & Behavioral Sciences'],(III),"['2019 Spring', '2020 Spring', '2021 Spring', '2021 Fall', '2022 Fall']"
INNO202,INNO,202,The Paul Merage School of Business,Leadership for Entrepreneurs,Graduate/Professional Only (200+),[],"[4, 4]","Assists experienced and inexperienced entrepreneurs with some of the challenges of managing others, and helps them build their understanding and skills so they can become more successful managers of people.",Innovation and Entrepreneurship,['smaritza'],,[],,[],,,,,Graduate students only.,,,[],,"['2020 Spring', '2021 Spring', '2022 Spring']"
INNO203,INNO,203,The Paul Merage School of Business,Financial Accounting for Entrepreneurs,Graduate/Professional Only (200+),[],"[2, 2]","Provides the building blocks of financial accounting that are essential to entrepreneurs. Covers financial ratios and statements, including forecasting financial statements, basic transaction analysis, and generally accepted accounting principles.",Innovation and Entrepreneurship,[],,[],,[],,,,,Graduate students only.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
INNO205,INNO,205,The Paul Merage School of Business,Marketing for Entrepreneurs,Graduate/Professional Only (200+),[],"[4, 4]","Develops familiarity with fundamental concepts, theories, and techniques in marketing, and acquaints students with the type of decisions made by marketing managers including customer targeting, product, pricing, placement, promotion, and research.",Innovation and Entrepreneurship,['iscurrim'],,[],,[],,,,,Graduate students only.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
INNO209,INNO,209,The Paul Merage School of Business,Managerial Finance for Entrepreneurs,Graduate/Professional Only (200+),[],"[2, 2]","Provides the building blocks of finance knowledge that are essential to entrepreneurs.  Covers investment and financing decisions, including the time value of money, cash flow creation, cost of capital, and capital budgeting.",Innovation and Entrepreneurship,[],,[],,[],,,,,Graduate students only.,,,[],,"['2019 Fall', '2020 Fall', '2022 Winter']"
INNO211,INNO,211,The Paul Merage School of Business,MIE Pre-Accelerator,Graduate/Professional Only (200+),[],"[0, 0]","Prepares students for the New Venture Competition in spring quarter. Students form teams to create a startup, submit concept paper, pitch ideas, and attend workshops throughout the academic year.",Innovation and Entrepreneurship,[],,[],,[],May be repeated for credit unlimited times.,Satisfactory/unsatisfactory only.,,,Master of Innovation and Entrepreneurship Degree students only. Graduate students only.,,,[],,"['2019 Fall', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Fall']"
INNO212,INNO,212,The Paul Merage School of Business,Business Growth Strategies for Entrepreneurs,Graduate/Professional Only (200+),[],"[4, 4]","Focuses on management of growth opportunities in industries where applied innovation, usually in the form of technology, people, or processes, creates distinct competitive advantages.",Innovation and Entrepreneurship,[],,[],,[],,,,,Graduate students only.,,,[],,"['2020 Spring', '2021 Spring']"
INNO214,INNO,214,The Paul Merage School of Business,Entrepreneurship,Graduate/Professional Only (200+),[],"[4, 4]",Student teams develop a business plan to launch a new venture. Drafts of sections of the plan are due throughout the course.,Innovation and Entrepreneurship,['thowell1'],,[],,[],,,,,Master of Innovation and Entrepreneurship Degree students only.,,,[],,"['2020 Winter', '2021 Winter', '2022 Winter']"
INNO215,INNO,215,The Paul Merage School of Business,Lean Startup,Graduate/Professional Only (200+),[],"[4, 4]","Exposes students to an entrepreneurial experience with the same pressures and demands of an early-stage startup to provide a real-world, hands-on learning experience in starting a company.",Innovation and Entrepreneurship,['seunghyr'],,[],,[],,,,,Master of Innovation and Entrepreneurship Degree students only.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
INNO218,INNO,218,The Paul Merage School of Business,Venture Capital for Entrepreneurs,Graduate/Professional Only (200+),[],"[2, 2]","Overview of venture capital and private equity, which constitute the alternative asset class (as opposed to conventional investments). Many start-up and entrepreneurial firms require substantial capital, and venture capital and private equity organizations finance these high-risk but potentially high-reward companies.",Innovation and Entrepreneurship,[],,[],,[],,,,,Graduate students only.,,,[],,"['2020 Winter', '2021 Winter', '2022 Winter']"
INNO252D,INNO,252D,The Paul Merage School of Business,New Product Development for Entrepreneurs,Graduate/Professional Only (200+),[],"[4, 4]","Designed to introduce the new product development process and techniques to identify markets, develop new product ideas, measure consumer preferences, position and design new products, and test them prior to launch. Evening or weekend course format.",Innovation and Entrepreneurship,['rktyagi'],,[],,[],,,,,Graduate students only.,,,[],,"['2020 Winter', '2021 Winter']"
INNO257,INNO,257,The Paul Merage School of Business,Marketing on the Internet for Entrepreneurs,Graduate/Professional Only (200+),[],"[4, 4]","Examines impact of the internet on traditional methods of marketing. Discusses how to capitalize on and increase the internet's utility as a tool that can increase marketing effectiveness, efficiency, and competitiveness. Evening or weekend course format.",Innovation and Entrepreneurship,['kdbradfo'],,[],,[],,,,,Graduate students only.,,,[],,"['2020 Winter', '2021 Winter', '2022 Winter']"
INNO275,INNO,275,The Paul Merage School of Business,Innovation Internship,Graduate/Professional Only (200+),[],"[2, 4]","Students apply innovative and creative knowledge obtained from classroom theory through work experiences. Provides knowledge of career opportunities, an understanding of the role innovation plays in business environments, and preparation to become an entrepreneur.",Innovation and Entrepreneurship,[],,[],,[],May be repeated for credit unlimited times.,Satisfactory/unsatisfactory only.,,,Master of Innovation and Entrepreneurship Degree students only.,,,[],,[]
INNO290,INNO,290,The Paul Merage School of Business,Special Topics in Innovation and Entrepreneurship,Graduate/Professional Only (200+),[],"[2, 4]",Studies in selected areas of innovation and entrepreneurship. Topics addressed vary each quarter.,Innovation and Entrepreneurship,[],,[],,[],Unlimited as topics vary.,,,,Graduate students only.,,,[],,"['2021 Fall', '2022 Fall']"
INNO292,INNO,292,The Paul Merage School of Business,Business Law for Entrepreneurs,Graduate/Professional Only (200+),[],"[2, 2]","Focuses on educating individuals starting, or investing in, a new business in the U.S. Provides an overview to common legal issues faced by entrepreneurs, such as business formation and structure, governance and employment contracts, and intellectual property and taxation.",Innovation and Entrepreneurship,[],,[],,[],,,,,Graduate students only.,,,[],,"['2020 Winter', '2021 Winter', '2022 Winter']"
INNO294,INNO,294,The Paul Merage School of Business,Edge: Innovation in the New Digital Age,Graduate/Professional Only (200+),[],"[4, 4]","Explores the strategic and operational issues that business leaders face in adapting to the new business environment, what we call innovating, managing, and competing at the edge.",Innovation and Entrepreneurship,[],,[],,[],,,,,Master of Innovation and Entrepreneurship Degree students only.,,,[],,"['2020 Spring', '2021 Spring', '2022 Spring']"
INNO298,INNO,298,The Paul Merage School of Business,Merage Consulting Projects for Entrepreneurs,Graduate/Professional Only (200+),[],"[4, 4]","Provides students the opportunity to put into practice concepts, skills, and tools acquired in other parts of the MBA program. Seminars augment internship experiences with analyses of relevant administrative issues.",Innovation and Entrepreneurship,[],,[],,[],,,,,Graduate students only.,,,[],,"['2020 Spring', '2021 Spring', '2022 Spring']"
INNO299,INNO,299,The Paul Merage School of Business,Individual Study,Graduate/Professional Only (200+),[],"[1, 8]",Individual study under the direction of a selected faculty member.,Innovation and Entrepreneurship,[],,[],,[],May be repeated for credit unlimited times.,,,,,,,[],,[]
INTLST1,INTL ST,1,School of Social Sciences,Introduction to Global Studies,Lower Division (1-99),[],"[4, 4]","Ongoing historical processes that increase global integration, the social, economic, and political interdependence of different regions, cultures, and peoples. Topics include ancient empires, colonialism, nationalism, industrialization, modern imperialism and warfare, decolonization, global social movements, conflict, inequality, and global governance.",International Studies,['mccartyp'],,[],,[],,,,SOC SCI 4A.,International Studies Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Winter', '2019 Spring', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Summer2', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Summer2', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk', '2022 Summer2', '2022 Fall']"
INTLST100,INTL ST,100,School of Social Sciences,Global Trials,Upper Division (100-199),[],"[4, 4]","Explores landmark legal trials that have impacted both domestic and world affairs.The trials provide a lens through which to explore society at the time, as well as shed light on the historical legacies of current social, political, and legal values.",International Studies,[],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,[]
INTLST101A,INTL ST,101A,School of Social Sciences,Global Social Movements,Upper Division (100-199),[],"[4, 4]","The evolution of global social movements over past 250 years. Age of Revolutions in America, France, and Haiti; nationalism and labor; 1960s global decolonization; 21st century Latin American indigenous movements; Occupy Wall Street, Arab Spring, and social media's #metoo, #BlackLivesMatter.",International Studies,['cpharri1'],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,"['2022 Winter', '2022 Spring']"
INTLST101B,INTL ST,101B,School of Social Sciences,Global Cities and Slums,Upper Division (100-199),[],"[4, 4]","Cities as a window into contemporary challenges of the globalized world. Global cities such as Los Angeles, London, and Beijing compared with cities with slums in the global south such as Rio de Janeiro, Johannesburg, and Mumbai.",International Studies,[],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,[]
INTLST102A,INTL ST,102A,School of Social Sciences,Global Refugees and Stateless People,Upper Division (100-199),[],"[4, 4]","Examines the reason behind global refugee crises, and what it means to be a displaced migrant or stateless person in history and in contemporary society. Links case studies about refugees around the world.",International Studies,['longb'],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,"['2020 Spring', '2022 Fall']"
INTLST102B,INTL ST,102B,School of Social Sciences,Global Asias and Orientalism,Upper Division (100-199),[],"[4, 4]","Examines how the modern world is divided between East and West in the age of globalization. Through the postcolonial framework of Orientalism, it considers a pluralistic idea of Asia and the current notion of the new world order as one.",International Studies,['longb'],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,['2019 Fall']
INTLST103A,INTL ST,103A,School of Social Sciences,Case Studies in Global and Planetary Health,Upper Division (100-199),[],"[4, 4]","Explores critical global health and planetary health studies, linking past trends to current research of health inequalities. Case studies include maternal-fetal mortality, environmental contamination, disaster preparedness, pharmaceutical development and access, and humanitarian aid interventions.",International Studies,[],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,['2019 Fall']
INTLST104A,INTL ST,104A,School of Social Sciences,Global Trafficking,Upper Division (100-199),[],"[4, 4]","Explores trafficking in different global contexts. Covers sex trafficking, labor trafficking, and organ trafficking. Tracks the use of the concept in policy, human rights, law, humanitarianism, and media. Provides a complex and nuanced understanding of the problem and its solutions.",International Studies,['vibhutir'],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,"['2020 Fall', '2022 Spring']"
INTLST104BW,INTL ST,104BW,School of Social Sciences,Global Gender and Sexuality,Upper Division (100-199),[],"[4, 4]","Develops critical insights into gender and sexuality as products of the world around us and as lived experiences across the globe. Topics include agency and resistance, intersectionality, feminisms, colonialism, heteronormativity, gender violence, masculinities, media and popular culture, globalization and migration.",International Studies,['vibhutir'],,[], Satisfactory completion of the Lower-Division Writing requirement.,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,['GE Ib: Upper Division Writing'],(Ib),"['2019 Fall', '2020 Spring', '2021 Spring']"
INTLST106A,INTL ST,106A,School of Social Sciences,Global Political Ecology,Upper Division (100-199),[],"[4, 4]","Introduction to political ecology and critical analysis of the global scale and globalization. Topics include current and historical climate change, fossil fuels, international trade and investment, soil erosion and pollution, deforestation, waste, ocean ecology, water crisis, wars, revolutions, and refugees.",International Studies,['golivei1'],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,"['2020 Winter', '2021 Spring', '2021 Fall']"
INTLST106B,INTL ST,106B,School of Social Sciences,Global Food Environment,Upper Division (100-199),[],"[4, 4]","Examines the global political ecology of food, focusing on the U.S., China, and Brazil. Topics include the history of agriculture, imperialism/neocolonialism, Malthusianism, migration, agro-industrialization, deforestation, GMOs, agrochemicals, soil and water contamination, land struggles, food security/safety/sovereignty, dietary habits, and climate change.",International Studies,[],,[],,[],,,,,International Studies Majors have first consideration for enrollment. International Studies Minors have first consideration for enrollment.,,,[],,['2020 Fall']
INTLST11,INTL ST,11,School of Social Sciences,Global Cultures and Society,Lower Division (1-99),[],"[4, 4]","Offers a general overview of the rise of global interdependence in political, economic, demographic, and cultural terms. Considers what drove people from relative isolation into intensified intercourse with one another, and investigates the consequences of this shift.",International Studies,"['edarian', 'kris', 'wmmaurer']",,[],,"['INTL ST 151B', 'POL SCI 146B', 'REL STD 115']",,,,ANTHRO 41A.,Anthropology Majors have first consideration for enrollment. International Studies Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2019 Summer2', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Summer2', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Summer2', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk', '2022 Summer2', '2022 Fall']"
INTLST111B,INTL ST,111B,School of Social Sciences,World of Coffee,Upper Division (100-199),[],"[4, 4]","History of consumption and production of coffee over the centuries, and coffee's cultural, economic, social, political consequences. Coffee's social life as a drug, symbol of hospitality, religious rite, sociability and bourgeois lifestyle, commodity, source of livelihoods, imperial revenues, corporate profits.",International Studies,[],,[],,[],,,,HISTORY 163.,,,,[],,['2019 Winter']
INTLST112A,INTL ST,112A,School of Social Sciences,International Business,Upper Division (100-199),[],"[4, 4]","Introduction to conducting business in the international arena, decision making in the organization, and globalization of markets and production.  Topics covered range from tax and finance to ethics, marketing, and more.  Continuing corporate regulatory scandals discussed.",International Studies,[],,[],,[],,,,SOC SCI 115D.,,,,[],,"['2019 Spring', '2019 Fall', '2020 Spring', '2020 Fall', '2021 Spring', '2021 Fall', '2022 Spring', '2022 Fall']"
INTLST115,INTL ST,115,School of Social Sciences,Global Poverty and Inequality in the 21st Century,Upper Division (100-199),[],"[4, 4]","Explores a multidisciplinary understanding of poverty and inequality in the 21st century and assesses impact of education, health, technology, and other interventions. Course offered online only.",International Studies,['rmatthew'],,[],,[],,,,UPPP 115.,,,,[],,"['2019 Spring', '2020 Spring', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2022 Spring', '2022 Summer1', '2022 Summer10wk']"
